sepal_length,sepal_width,petal_length,petal_width,species
5.9,3.2,4.8,1.8,versicolor
6.1,2.8,4.0,1.3,versicolor
6.3,2.5,4.9,1.5,versicolor
5.0971689165955,2.4415316921425188,5.722204554172195,0.1151926619664898,versicolor
6.4,2.9,4.3,1.3,versicolor
5.463284109987372,3.491561903276001,2.7413898599750723,0.1,versicolor
8.384365199693972,2.0720138998874553,3.240207698110707,0.31174065016776664,versicolor
6.7,3.0,5.0,1.7,versicolor
4.746280235544143,4.470235993959911,4.657368967662602,2.72976062065625,versicolor
5.7,2.6,3.5,1.0,versicolor
5.5,2.4,3.8,1.1,versicolor
3.6437690951869683,2.2623920725298405,3.8705785388303067,0.14616500851313763,versicolor
4.807129183301456,2.688994023569542,3.1035132392670786,0.3393619775098704,versicolor
6.0,2.7,5.1,1.6,versicolor
5.4,3.0,4.5,1.5,versicolor
5.1743673770579734,4.637444621914055,5.740453578716723,3.068289274320415,versicolor
8.352962210225886,3.1453695954437513,4.706065178748799,2.6931807158671006,versicolor
6.3,2.3,4.4,1.3,versicolor
5.6,3.0,4.1,1.3,versicolor
5.5,2.5,4.0,1.3,versicolor
5.5,2.6,4.4,1.2,versicolor
6.1,3.0,4.6,1.4,versicolor
5.8,2.6,4.0,1.2,versicolor
5.0,2.3,3.3,1.0,versicolor
6.173152873769412,2.5330115619660667,4.38246715726374,3.0658592351061005,versicolor
3.977445203500662,1.4031120055097066,2.272887302606199,0.1,versicolor
7.603408317850139,2.965201393204781,3.491825891764984,2.480744779074815,versicolor
6.986948661456603,3.415771387119536,5.809888054108212,2.2402841752155433,versicolor
5.1,2.5,3.0,1.1,versicolor
5.7,2.8,4.1,1.3,versicolor
6.3,3.3,6.0,2.5,virginica
5.515976109500073,3.7034842711659897,6.118171496338729,0.31249547534373034,virginica
7.1,3.0,5.9,2.1,virginica
6.3,2.9,5.6,1.8,virginica
6.863571772752968,3.7102574473691297,3.8663513157114244,2.248372233197124,virginica
6.6833290050482965,2.7558856828225444,4.913825525369063,0.20140297366183013,virginica
4.9,2.5,4.5,1.7,virginica
7.3,2.9,6.3,1.8,virginica
5.343232205669995,2.6949351574663445,6.567580790770773,2.407845038010402,virginica
7.325418526272593,3.762540486440426,6.649719605992826,3.404365334890646,virginica
4.647547789418131,3.6382573359195876,5.110716092915446,0.2059150049999574,virginica
6.4,2.7,5.3,1.9,virginica
6.8,3.0,5.5,2.1,virginica
6.913923721539394,1.628138290285226,3.7097581751188913,3.0024590065634333,virginica
5.8,2.8,5.1,2.4,virginica
6.4,3.2,5.3,2.3,virginica
6.5,3.0,5.5,1.8,virginica
8.432027093665427,2.0847545938409158,5.975902521175046,3.5795012438778184,virginica
8.932481518257667,3.133615026041694,8.385842360750871,3.5146883075964577,virginica
6.0,2.2,5.0,1.5,virginica
6.9,3.2,5.7,2.3,virginica
5.6,2.8,4.9,2.0,virginica
8.55838369080025,3.440789506870925,5.8197355877837715,3.8194611226527764,virginica
6.763400392208865,3.2403746034705754,3.0812160390881784,1.298450458505885,virginica
6.7,3.3,5.7,2.1,virginica
7.2,3.2,6.0,1.8,virginica
6.2,2.8,4.8,1.8,virginica
5.067409163601806,1.3724110712235968,6.488863031813308,3.4016722286533216,virginica
7.988441039810309,4.348345697060469,6.719502183430495,2.668126584617151,virginica
7.2,3.0,5.8,1.6,virginica
7.4,2.8,6.1,1.9,virginica
6.236559859980195,2.446514856378455,7.994216754108317,2.4257162386383597,virginica
4.853894084962357,4.498774473114251,7.109357413523924,1.2317665108606226,virginica
6.663333042276043,0.9220009997561975,3.2493927549968573,2.790402242638633,virginica
6.1,2.6,5.6,1.4,virginica
7.7,3.0,6.1,2.3,virginica
6.3,3.4,5.6,2.4,virginica
5.840762565645052,1.6082420506075392,5.5889730402192175,2.879974212394443,virginica
7.105651842967987,2.3632141610120714,6.523029302414258,3.233651007372047,virginica
6.9,3.1,5.4,2.1,virginica
6.7,3.1,5.6,2.4,virginica
6.250460685614512,4.871638815650076,4.392811728083021,2.375162486973464,virginica
6.763074471016818,3.488062963981072,5.909936335948437,1.3379646048790206,virginica
5.6970772378422385,4.048716885390144,4.848996349987201,1.6015987926370707,virginica
6.7,3.3,5.7,2.5,virginica
4.736788206466519,1.4058861714641284,5.854007076432223,0.32024633538487457,virginica
8.013274250350902,2.2127365932692573,6.866619276174678,3.7544799083570113,virginica
6.5,3.0,5.2,2.0,virginica
6.2,3.4,5.4,2.3,virginica
5.9,3.0,5.1,1.8,virginica
